Razão Social|Nome de Pregão|Segmento|Links|Nome de Pregão:|CNPJ:|Atividade Principal:|Classificação Setorial:|Site:|Códigos de Negociação1:|Códigos de Negociação2:|Códigos de Negociação3:|Códigos de Negociação4:|Códigos de Negociação5:|Códigos de Negociação6:|Códigos de Negociação7:|Códigos de Negociação8:|Códigos de Negociação9:|Códigos de Negociação10:|Códigos de Negociação11:|Códigos de Negociação12:|Códigos de Negociação13:|Códigos ISIN1:|Códigos ISIN2:|Códigos ISIN3:|Códigos ISIN4:|Códigos ISIN5:|Códigos ISIN6:|Códigos ISIN7:|Códigos ISIN8:|Códigos CVM:
BETAPART PARTICIPACOES S.A.|BETAPART|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17884|BETAPART|02.762.124/0001-30|Participação em Outras Sociedades.|Outros / Outros / Outros|http://www.betapart.com.br/home/index.aspx|BETP3B|BETP3B|||||||||||| BRBETPACNOR3  ||||||||  17884
BICICLETAS MONARK S.A.|BIC MONARK||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1694|BIC MONARK|56.992.423/0001-90|Fabricação E Comercialização de Bicicletas|Consumo Cíclico / Viagens e Lazer / Bicicletas|www.monark.com.br|BMKS3|BMKS3|||||||||||| BRBMKSACNOR9  ||||||||  1694
BIOMM S.A.|BIOMM|MA|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19305|BIOMM|04.752.991/0001-10|Licenciamento de Tecnologia Para Produção de Proteínas Terapêuticas Recombinantes. Especialmente Insulina.|Saúde / Medicamentos e Outros Produtos / Medicamentos e Outros Produtos|www.biomm.com|BIOM3|BIOM11|||||||||||| BRBIOMACNOR2| BRBIOMN02OR4  |||||||  19305
BIOSEV S.A.|BIOSEV|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22845|BIOSEV|15.527.906/0001-36|Produção. Processamento. Industrialização. Distribuição E Comercialização de Cana–de-açúcar E seus Derivados. Açúcar E Etanol; Entre Outros.|Consumo não Cíclico / Alimentos Processados / Açucar e Alcool|www.biosev.com|BSEV3|BSEV3|||||||||||| BRBSEVACNOR3  ||||||||  22845
BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA|BK BRASIL|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24317|BK BRASIL|13.574.594/0001-96|Prestação de Serviços de Operação E Assessoria A Restaurantes|Consumo Cíclico / Hoteis e Restaurantes / Restaurante e Similares|www.burgerking.com.br/ri|BKBR3|BKBR3|||||||||||| BRBKBRACNOR4  ||||||||  24317
BNDES PARTICIPACOES S.A. - BNDESPAR|BNDESPAR|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16772|BNDESPAR|00.383.281/0001-09||Financeiro / Serviços Financeiros Diversos / Gestão de Recursos e Investimentos|http://www.bndes.gov.br|NENHUM||||||||||||| ||||||||  16772
BOA VISTA SERVIÇOS S.A.|BOA VISTA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25135|BOA VISTA|11.725.176/0001-27|Atividades de Cobrança E Informações Cadastrais; Concessão de Crédito Pelas Oscip; Holdings de Instituições Não-financeiras; Consultoria em Tecnologia Da Informação; E Suporte Técnico E Manutenção.|Financeiro / Serviços Financeiros Diversos / Serviços Financeiros Diversos||BOAS3|BOAS3|||||||||||| BRBOASACNOR6  ||||||||  25135
BOMBRIL S.A.|BOMBRIL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12190|BOMBRIL|50.564.053/0001-03|1080|Consumo não Cíclico / Produtos de Uso Pessoal e de Limpeza / Produtos de Limpeza|www.bombril.com.br|BOBR3|BOBR4|BOBR3||||||||||| BRBOBRACNOR6| BRBOBRACNPR3  |||||||  12190
BR MALLS PARTICIPACOES S.A.|BR MALLS PAR|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19909|BR MALLS PAR|06.977.745/0001-91|Holding|Financeiro / Exploração de Imóveis / Exploração de Imóveis|www.brmalls.com.br|BRML3|BRML3|||||||||||| BRBRMLACNOR9  ||||||||  19909
BR PROPERTIES S.A.|BR PROPERT|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19925|BR PROPERT|06.977.751/0001-49|Compra. Venda E Incorp. de Imóveis Comerciais Prontos Ou A Construir; Admin de Imóveis Próprios Ou de Terceiros; Arrendamento. Exploração Com. Locação Sub-locação de Imóveis Comerciais Própr. E Outros|Financeiro / Exploração de Imóveis / Exploração de Imóveis|www.brpr.com.br|BRPR3|BRPR3|||||||||||| BRBRPRACNOR9  ||||||||  19925
BRADESCO LEASING S.A. ARREND MERCANTIL|BRADESCO LSG||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19640|BRADESCO LSG|47.509.120/0001-82|Prática Das Operações de Arrendamento Mercantil. Observadas As Disposições Da Legislação em Vigor.|Financeiro / Intermediários Financeiros / Soc. Arrendamento Mercantil|www.bradescoleasing.com.br|NENHUM||||||||||||| ||||||||  19640
BRADESPAR S.A.|BRADESPAR|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18724|BRADESPAR|03.847.461/0001-92|Participação Como Sócia Ou Acionista de Outras Sociedades.|Materiais Básicos / Mineração / Minerais Metálicos|www.bradespar.com|BRAP3|BRAP4|BRAP3||||||||||| BRBRAPACNOR5| BRBRAPACNPR2  |||||||  18724
BRASIL BROKERS PARTICIPACOES S.A.|BR BROKERS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21180|BR BROKERS|08.613.550/0001-98||Financeiro / Exploração de Imóveis / Intermediação Imobiliária|www.brbrokers.com.br|BBRK3|BBRK3|||||||||||| BRBBRKACNOR4  ||||||||  21180
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS|BRASILAGRO|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20036|BRASILAGRO|07.628.528/0001-59|Empresa de Desenvolvimento Agropecuario|Consumo não Cíclico / Agropecuária / Agricultura|www.brasil-agro.com|AGRO3|AGRO3|||||||||||| BRAGROACNOR7  ||||||||  20036
BRASKEM S.A.|BRASKEM|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4820|BRASKEM|42.150.391/0001-70|Produção de Produtos Químicos. Utilidades. Energia Elétrica E Outros;prestação de Serviços Industriais;participação em Outras Sociedades;locação de Bens; Representação/consignação de Produtos Químicos|Materiais Básicos / Químicos / Petroquímicos|www.braskem.com.br|BRKM3|BRKM5|BRKM6|BRKM3|BRKM5||||||||| BRBRKMACNOR1| BRBRKMACNPA4| BRBRKMACNPB2  ||||||  4820
BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS|BRAZIL REALT||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19720|BRAZIL REALT|07.119.838/0001-48|(i) Aquisição E Securitização de Créditos Decorrentes de Operações de Financiamento Imobiliário; E (ii) Emissão E Colocação de Certificados de Recebíveis Imobiliários No Mercado Financeiro.|Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.cyrela.com.br/ri|NENHUM||||||||||||| ||||||||  19720
BRAZILIAN FINANCE E REAL ESTATE S.A.|BRAZILIAN FR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17922|BRAZILIAN FR|02.762.113/0001-50||Financeiro / Serviços Financeiros Diversos / Gestão de Recursos e Investimentos|www.bfre.com.br|NENHUM||||||||||||| ||||||||  17922
BRAZILIAN SECURITIES CIA SECURITIZACAO|BRAZILIAN SC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18759|BRAZILIAN SC|03.767.538/0001-14||Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.braziliansecurities.com.br|NENHUM|BSCS-CRIT2B0|BSCS-CRIT3B0||||||||||| BRBSCSCRI822| BRBSCSCRI830| BRBSCSCRI848  ||||||  18759
BRB BCO DE BRASILIA S.A.|BRB BANCO||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14206|BRB BANCO|00.000.208/0001-00|O Brb É Uma Instituição Financeira de Economia Mista. Controlada Pelo Governo Do Distrito Federal. Organizada Sob A Forma de Banco Múltiplo|Financeiro / Intermediários Financeiros / Bancos|www.brb.com.br|BSLI3|BSLI4|BSLI3||||||||||| BRBSLIACNOR5| BRBSLIACNPR2  |||||||  14206
BRF S.A.|BRF SA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16292|BRF SA|01.838.723/0001-27|Holding Operacional|Consumo não Cíclico / Alimentos Processados / Carnes e Derivados|www.brf-br.com|BRFS3|BRFS3|||||||||||| BRBRFSACNOR8  ||||||||  16292
BRPR 56 SECURITIZADORA CRED IMOB S.A.|BRPR 56 SEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19984|BRPR 56 SEC|06.137.677/0001-52||Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.brpr.com.br|NENHUM||||||||||||| ||||||||  19984
BRQ SOLUCOES EM INFORMATICA S.A.|BRQ|MA|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23817|BRQ|36.542.025/0001-64|Prestação de Serviços de Tecnologia Da Informação (ti) - Informática|Tecnologia da Informação / Programas e Serviços / Programas e Serviços|www.brq.com|BRQB3|BRQB3|||||||||||| BRBRQBACNOR1  ||||||||  23817
CABINDA PARTICIPACOES S.A.|CABINDA PART|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19119|CABINDA PART|04.030.182/0001-02|A Companhia Tem Por Objeto Social A Participação em Outras Sociedades. Comerciais E Civis. Como Sócia. Acionista Ou Quotista. No País Ou No Exterior.|Outros / Outros / Outros|www.cabinda.net.br|CABI3B|CABI3B|||||||||||| BRCABIACNOR2  ||||||||  19119
CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.|CACHOEIRA|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22683|CACHOEIRA|05.336.882/0001-84|Transmissão de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.isoluxcorsan.com/cachoeirapaulista|NENHUM||||||||||||| ||||||||  22683
CACONDE PARTICIPACOES S.A.|CACONDE PART|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19135|CACONDE PART|04.031.213/0001-31|A Companhia Tem Por Objeto Social A Participação em Outras Sociedades Comerciais E Civis. Como Sócia. Acionista Ou Quotista. No País Ou No Exterior.|Outros / Outros / Outros|www.cacondeparticipacoes.net.br|CACO3B|CACO3B|||||||||||| BRCACOACNOR8  ||||||||  19135
CAMBUCI S.A.|CAMBUCI||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2100|CAMBUCI|61.088.894/0001-08||Consumo Cíclico / Tecidos. Vestuário e Calçados / Calçados|www.cambuci.com.br/investidores|CAMB3|CAMB3|||||||||||| BRCAMBACNOR4  ||||||||  2100
CAMIL ALIMENTOS S.A.|CAMIL|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24228|CAMIL|64.904.295/0001-03|Industrialização E Comercialização de Arroz. Feijão. Pescados E Açúcar.|Consumo não Cíclico / Alimentos Processados / Alimentos Diversos|www.camilalimentos.com.br|CAML3|CAML3|||||||||||| BRCAMLACNOR3  ||||||||  24228
CCR S.A.|CCR SA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18821|CCR SA|02.846.056/0001-97|Prestadora de Serviços Públicos Por Meio de Concessões Rodoviária. Metroviária E Aeroportuária. Além de Prestação de Serviços de Meio de Pagamentos E Outros.|Bens Industriais / Transporte / Exploração de Rodovias|www.ccr.com.br|CCRO3|CCRO3|||||||||||| BRCCROACNOR2  ||||||||  18821
CEA MODAS S.A.|CEA MODAS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24848|CEA MODAS|45.242.914/0001-05|Atuação No Varejo Nos Setores de Vestuário. Acessórios. Calçados. Higiene. Eletrónicos. Dentre Outros.|Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados|https://www.cea.com.br/|CEAB3|CEAB3|||||||||||| BRCEABACNOR1  ||||||||  24848
CEMEPE INVESTIMENTOS S.A.|CEMEPE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13854|CEMEPE|93.828.986/0001-73|Holding|Outros / Outros / Outros|www.cemepe.com.br|MAPT3|MAPT4|MAPT3||||||||||| BRMAPTACNOR8| BRMAPTACNPR5  |||||||  13854
CEMIG DISTRIBUICAO S.A.|CEMIG DIST||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20303|CEMIG DIST|06.981.180/0001-16|O Objetivo Da Companhia É Estudar. Planejar. Projetar. Construir. Operar E Explorar Sistemas de Distribuição E Comercialização de Energia Elétrica E Serviços Correlatos.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.cemig.infoinvest.com.br|NENHUM||||||||||||| ||||||||  20303
CEMIG GERACAO E TRANSMISSAO S.A.|CEMIG GT||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20320|CEMIG GT|06.981.176/0001-58|Realiza Atividades de Geração. Transmissão E Comercialização de Energia Elétrica E Serviços Correlatos Que Lhe Tenham Sido Ou Venham A Ser Concedidos.|Utilidade Pública / Energia Elétrica / Energia Elétrica|http://ri.cemig.com.br|NENHUM||||||||||||| ||||||||  20320
CENTRAIS ELET BRAS S.A. - ELETROBRAS|ELETROBRAS|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2437|ELETROBRAS|00.001.180/0001-26|Empresa Holding de Geração. Transmissão E Distribuição de Energia|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.eletrobras.com|ELET3|ELET5|ELET6|ELET3|ELET5||||||||| BRELETACNOR6| BRELETACNPA9| BRELETACNPB7  ||||||  2437
CENTRAIS ELET DE SANTA CATARINA S.A.|CELESC|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2461|CELESC|83.878.892/0001-55|Holding Do Setor de Energia|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.celesc.com.br|CLSC3|CLSC4|CLSC3||||||||||| BRCLSCACNOR6| BRCLSCACNPR3  |||||||  2461
CENTRO DE IMAGEM DIAGNOSTICOS S.A.|ALLIAR|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24058|ALLIAR|42.771.949/0001-35|Prestação de Serviços de Medicina Diagnóstica.|Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos|http://ri.alliar.com/|AALR3|AALR3|||||||||||| BRAALRACNOR6  ||||||||  24058
CESP - CIA ENERGETICA DE SAO PAULO|CESP|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2577|CESP|60.933.603/0001-78|Geração E Comercialização de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.cesp.com.br|CESP3|CESP5|CESP6|CESP3|CESP5||||||||| BRCESPACNOR3| BRCESPACNPA6| BRCESPACNPB4  ||||||  2577
CIA BRASILEIRA DE DISTRIBUICAO|P.ACUCAR-CBD|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14826|P.ACUCAR-CBD|47.508.411/0001-56|Comércio Varejista|Consumo não Cíclico / Comércio e Distribuição / Alimentos|www.gpari.com.br|PCAR3|PCAR99|PCAR3||||||||||| BRPCARACNOR3| BRPCARCDAM11  |||||||  14826
CIA CATARINENSE DE AGUAS E SANEAM.-CASAN|CASAN||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16861|CASAN|82.508.433/0001-17|Atuar Como Instituição Integrante Do Sistema de Saneamento Básico E de Saúde Do Estado de Santa Catarina Através Dos Serviços de Captação. Tratamento E Distribuição de água E Tratamento de Esgoto.|Utilidade Pública / água e Saneamento / água e Saneamento|www.casan.com.br|CASN3|CASN4|CASN3||||||||||| BRCASNACNOR6| BRCASNACNPR3  |||||||  16861
CIA CELG DE PARTICIPACOES - CELGPAR|CELGPAR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21393|CELGPAR|08.560.444/0001-93|Participação em Outras Sociedades Como Acionista Ou Sócio-cotista E. Ainda. A Explotação Direta Ou Indireta de Serviços de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|http://ricelgpar.celggt.com/|GPAR3|GPAR3|||||||||||| BRGPARACNOR4  ||||||||  21393
CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG|CEG||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16616|CEG|33.938.119/0001-69|Distribuição de Gás Natural Na Região Metropolitana Do Estado Do Rio de Janeiro.|Utilidade Pública / Gás / Gás|www.gasnaturalfenosa.com.br|CEGR3|CEGR3|||||||||||| BRCEGRACNOR4  ||||||||  16616
CIA ELETRICIDADE EST. DA BAHIA - COELBA|COELBA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14524|COELBA|15.139.629/0001-94|Serviço Público de Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.coelba.com.br|CEEB3|CEEB5|CEEB6|CEEB3|CEEB5||||||||| BRCEEBACNOR3| BRCEEBACNPA6| BRCEEBACNPB4  ||||||  14524
CIA ENERGETICA DE BRASILIA|CEB||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14451|CEB|00.070.698/0001-11|Holding/geração E Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.ceb.com.br|CEBR3|CEBR5|CEBR6|CEBR3|CEBR5||||||||| BRCEBRACNOR5| BRCEBRACNPA8| BRCEBRACNPB6  ||||||  14451
CIA ENERGETICA DE MINAS GERAIS - CEMIG|CEMIG|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2453|CEMIG|17.155.730/0001-64|Concessionária de Serviço Público de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.cemig.com.br|CMIG3|CMIG4|CMIG3||||||||||| BRCMIGACNOR6| BRCMIGACNPR3  |||||||  2453
CIA ENERGETICA DE PERNAMBUCO - CELPE|CELPE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14362|CELPE|10.835.932/0001-08|Estudar. Projetar. Construir E Explorar Os Sistemas de Distribuição E Comercialização Aos Consumidores Finais de Energia Elétrica. Bem Como A Geraçãa de Energia Elétrica em Sistema Isolado.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.celpe.com.br|CEPE3|CEPE5|CEPE6|CEPE3|CEPE5||||||||| BRCEPEACNOR3| BRCEPEACNPA6| BRCEPEACNPB4  ||||||  14362
CIA ENERGETICA DO CEARA - COELCE|COELCE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14869|COELCE|07.047.251/0001-70|Distribuição de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|http://www.eneldistribuicao.com.br/ce/|COCE3|COCE5|COCE6|COCE3|COCE5||||||||| BRCOCEACNOR0| BRCOCEACNPA3| BRCOCEACNPB1  ||||||  14869
CIA ENERGETICA DO RIO GDE NORTE - COSERN|COSERN||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18139|COSERN|08.324.196/0001-81|Serviço Público de Distribuição de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.cosern.com.br|CSRN3|CSRN5|CSRN6|CSRN3|CSRN5||||||||| BRCSRNACNOR0| BRCSRNACNPA3| BRCSRNACNPB1| BRCSRNDBS085| BRCSRNDBS093  ||||  18139
CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D|CEEE-D|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20648|CEEE-D|08.467.115/0001-00|Prestação de Serviços de Natureza Pública Ou Privada. No Setor de Distribuição de Energia elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.ceee.com.br|CEED3|CEED4|CEED3||||||||||| BRCEEDACNOR9| BRCEEDACNPR6  |||||||  20648
CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT|CEEE-GT|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3204|CEEE-GT|92.715.812/0001-31|Geração E Transmissão de Energia Elétrica|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.ceee.com.br|EEEL3|EEEL4|EEEL3||||||||||| BREEELACNOR8| BREEELACNPR5  |||||||  3204
CIA FERRO LIGAS DA BAHIA - FERBASA|FERBASA|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3069|FERBASA|15.141.799/0001-03|Fabricação E Comercialização Dos Diversos Tipos de Ferroligas|Materiais Básicos / Siderurgia e Metalurgia / Siderurgia|www.ferbasa.com.br|FESA3|FESA4|FESA3||||||||||| BRFESAACNOR8| BRFESAACNPR5  |||||||  3069
CIA FIACAO TECIDOS CEDRO CACHOEIRA|CEDRO|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3077|CEDRO|17.245.234/0001-00|Indústria Têxtil|Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos|www.cedro.com.br|CEDO3|CEDO4|CEDO3||||||||||| BRCEDOACNOR8| BRCEDOACNPR5  |||||||  3077
CIA GAS DE SAO PAULO - COMGAS|COMGAS||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15636|COMGAS|61.856.571/0001-17|Setor de Atividade: Utilidade Pública: Distribuição de Gás Natural Canalizado.|Utilidade Pública / Gás / Gás|www.comgas.com.br|CGAS3|CGAS5|CGAS3||||||||||| BRCGASACNOR0| BRCGASACNPA3| BRCGASDBS051| BRCGASDBS069| BRCGASDBS077  ||||  15636
CIA HABITASUL DE PARTICIPACOES|HABITASUL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3298|HABITASUL|87.762.563/0001-03|Participação em Sociedades. Civis Ou Comerciais; Prestação de Serviços Técnicos de Planejamento. Organização E Estruturação de Empresas Ou Grupos Empresariais.|Financeiro / Exploração de Imóveis / Exploração de Imóveis|www.habitasul.com.br|HBTS3|HBTS5|HBTS6|HBTS3|HBTS5||||||||| BRHBTSACNOR0| BRHBTSACNPA3| BRHBTSACNPB1  ||||||  3298
CIA HERING|CIA HERING|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14761|CIA HERING|78.876.950/0001-71|Confecção de Artigos Do Vestuário E Acessórios|Consumo Cíclico / Tecidos. Vestuário e Calçados / Vestuário|www.ciahering.com.br|HGTX3|HGTX3|||||||||||| BRHGTXACNOR9  ||||||||  14761
